Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
115140	-4938.784527	-4807.917651	-138.081709	0.206365	0.227626	0.376020	0.189990	0.049163	0.165586	0.634949	0.015067	0.004480	0.090310
115150	-4937.464256	-4805.550340	-138.918508	0.206365	0.227626	0.376020	0.189990	0.064456	0.165586	0.634949	0.015067	0.004480	0.117065
115160	-4939.794188	-4807.838525	-138.963192	0.206365	0.227626	0.376020	0.189990	0.064456	0.165586	0.634949	0.015067	0.003892	0.117065
115170	-4939.315493	-4805.579106	-140.843720	0.206365	0.227626	0.376020	0.189990	0.064456	0.146507	0.634949	0.015067	0.003011	0.117065
115180	-4936.922900	-4803.175954	-140.850044	0.206365	0.227626	0.376020	0.189990	0.065615	0.146507	0.634949	0.014756	0.003011	0.117065
115190	-4934.906805	-4804.073517	-136.113763	0.224120	0.250299	0.376953	0.148629	0.065615	0.175452	0.972935	0.013003	0.002357	0.117065
115200	-4935.080883	-4803.625317	-136.517707	0.224120	0.250299	0.376953	0.148629	0.065615	0.175452	0.972935	0.013003	0.002357	0.160732
115210	-4930.205661	-4797.688914	-137.524748	0.210304	0.245325	0.380243	0.164128	0.065615	0.175452	0.972935	0.021116	0.005072	0.160732
115220	-4939.089489	-4806.046344	-138.103070	0.247742	0.191631	0.376218	0.184409	0.057686	0.175452	0.972935	0.021116	0.002617	0.160732
115230	-4930.859118	-4798.052553	-137.883481	0.207170	0.259848	0.352319	0.180662	0.057686	0.172007	0.972935	0.021116	0.002663	0.160732
115240	-4933.291599	-4800.493034	-137.875480	0.199674	0.275498	0.348422	0.176406	0.057686	0.172007	0.972935	0.021116	0.002663	0.160732
115250	-4934.981714	-4802.033163	-137.875480	0.199674	0.275498	0.348422	0.176406	0.057686	0.240247	0.972935	0.017844	0.001388	0.127036
115260	-4932.425977	-4799.475817	-137.875480	0.199674	0.275498	0.348422	0.176406	0.057686	0.240247	0.972935	0.017844	0.001710	0.127036
115270	-4931.223341	-4795.782255	-140.310938	0.214870	0.237904	0.365679	0.181548	0.070905	0.240247	0.972935	0.015719	0.001710	0.127036
115280	-4936.373411	-4799.117051	-142.100983	0.214870	0.237904	0.365679	0.181548	0.070905	0.240247	0.972935	0.020764	0.001710	0.127036
115290	-4937.422245	-4800.390073	-141.876795	0.215461	0.233846	0.392385	0.158308	0.070905	0.240247	0.972935	0.020764	0.001710	0.127036
115300	-4936.789888	-4800.996969	-140.731898	0.194772	0.227507	0.386864	0.190857	0.070905	0.240247	0.972935	0.015083	0.000962	0.114594
115310	-4936.246420	-4799.425555	-141.763442	0.210879	0.224138	0.366189	0.198794	0.070905	0.240247	0.972935	0.015083	0.000243	0.114594
115320	-4934.132521	-4796.787144	-142.252028	0.223705	0.232333	0.368114	0.175848	0.070905	0.240247	0.972935	0.022268	0.000243	0.114594
115330	-4939.905602	-4799.638229	-144.732326	0.223705	0.232333	0.368114	0.175848	0.070905	0.240247	0.972935	0.015514	0.000243	0.209688
115340	-4940.368203	-4800.164994	-145.415726	0.228779	0.236707	0.366292	0.168223	0.070905	0.175037	0.972935	0.015514	0.000302	0.125327
115350	-4935.945627	-4799.522294	-141.636482	0.228779	0.236707	0.366292	0.168223	0.070905	0.175037	0.972935	0.015514	0.000175	0.125327
115360	-4936.574053	-4801.630011	-139.808489	0.224193	0.224936	0.350963	0.199908	0.070905	0.217719	0.972935	0.016353	0.000175	0.151545
115370	-4936.281948	-4801.285958	-139.808489	0.224193	0.224936	0.350963	0.199908	0.081402	0.217719	0.972935	0.016353	0.000068	0.151545
115380	-4934.563985	-4802.403940	-136.781659	0.224193	0.224936	0.350963	0.199908	0.081402	0.255904	0.972935	0.016353	0.000060	0.151545
115390	-4936.058616	-4802.478889	-138.523596	0.224193	0.224936	0.350963	0.199908	0.081402	0.255904	0.904019	0.020772	0.000106	0.151545
115400	-4937.256397	-4807.509748	-135.171172	0.230427	0.211614	0.362663	0.195296	0.093372	0.152927	0.904019	0.015648	0.000106	0.151545
115410	-4937.935870	-4807.243298	-136.136435	0.238666	0.204153	0.376258	0.180924	0.093372	0.152927	0.904019	0.011795	0.000090	0.151545
115420	-4938.179694	-4807.825809	-135.797748	0.230687	0.239796	0.337933	0.191583	0.093372	0.152927	0.904019	0.011795	0.000090	0.151545
115430	-4939.639808	-4807.003391	-137.417813	0.231689	0.219352	0.369116	0.179844	0.093372	0.285421	0.904019	0.011795	0.000090	0.151545
115440	-4946.217535	-4814.116755	-136.882371	0.203235	0.240679	0.343428	0.212658	0.093372	0.285421	0.904019	0.011795	0.000052	0.151545
115450	-4944.403306	-4811.450783	-137.734114	0.227763	0.236310	0.335557	0.200370	0.093372	0.285421	0.904019	0.011795	0.000052	0.151545
115460	-4943.333418	-4810.448564	-137.960041	0.227763	0.236310	0.335557	0.200370	0.067635	0.252438	0.904019	0.011795	0.000052	0.151545
115470	-4938.026468	-4807.550524	-135.551135	0.227763	0.236310	0.335557	0.200370	0.067635	0.252438	0.904019	0.011795	0.000051	0.151545
115480	-4938.824362	-4808.786235	-134.996482	0.227763	0.236310	0.335557	0.200370	0.090972	0.252438	0.904019	0.011795	0.000081	0.151545
115490	-4939.792284	-4809.679304	-135.048953	0.227763	0.236310	0.335557	0.200370	0.090972	0.252438	0.904019	0.016272	0.000081	0.151545
115500	-4938.831212	-4810.195872	-134.063147	0.227763	0.236310	0.335557	0.200370	0.090972	0.217120	0.834988	0.022253	0.000081	0.151545
115510	-4940.646639	-4812.469491	-134.070199	0.227763	0.236310	0.335557	0.200370	0.071091	0.147040	0.834988	0.014062	0.000081	0.156649
115520	-4936.419905	-4810.829688	-131.483379	0.244440	0.236559	0.327543	0.191458	0.071091	0.147040	0.834988	0.014062	0.000059	0.156649
115530	-4935.267557	-4809.495595	-131.841351	0.207074	0.245404	0.359162	0.188361	0.071091	0.147040	0.834988	0.014062	0.000059	0.121404
115540	-4935.155130	-4808.983486	-132.241033	0.244921	0.226212	0.350616	0.178251	0.071091	0.147040	0.834988	0.014062	0.000059	0.121404
115550	-4938.709436	-4809.140230	-135.656386	0.244921	0.226212	0.350616	0.178251	0.071091	0.147040	0.834988	0.010503	0.000059	0.121404
115560	-4939.914267	-4809.941496	-136.017086	0.244921	0.226212	0.350616	0.178251	0.071091	0.147040	0.843561	0.010503	0.000059	0.121404
115570	-4941.563479	-4811.584257	-136.017408	0.227164	0.241350	0.377209	0.154277	0.071091	0.147040	0.843561	0.011729	0.000059	0.121404
115580	-4941.850713	-4812.267644	-135.551633	0.227164	0.241350	0.377209	0.154277	0.071091	0.147040	0.857486	0.011729	0.000059	0.121404
115590	-4944.695160	-4812.513199	-137.592203	0.227164	0.241350	0.377209	0.154277	0.071091	0.147040	0.969140	0.011729	0.000069	0.121404
115600	-4945.816734	-4813.634773	-137.592203	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.969140	0.011729	0.000069	0.121404
115610	-4948.257870	-4815.839928	-137.828053	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.969140	0.011729	0.000095	0.121404
115620	-4947.023957	-4815.360453	-137.073720	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.969140	0.011729	0.000074	0.121404
115630	-4939.448898	-4808.682853	-137.369965	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.730421	0.011729	0.000052	0.121404
115640	-4940.752109	-4809.523430	-137.955980	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.730421	0.011729	0.000037	0.096743
115650	-4939.635090	-4808.559455	-137.802566	0.235666	0.252289	0.329723	0.182322	0.071091	0.147040	0.730421	0.011729	0.000111	0.096743
115660	-4937.752814	-4808.636442	-135.828796	0.235666	0.252289	0.329723	0.182322	0.073992	0.147040	0.730421	0.011729	0.000111	0.096743
115670	-4932.335633	-4801.863898	-137.184159	0.209022	0.245571	0.356665	0.188741	0.073992	0.147040	0.730421	0.011729	0.000111	0.096743
115680	-4936.278916	-4804.925728	-137.184159	0.225539	0.259843	0.362255	0.152363	0.073992	0.147040	0.886601	0.011729	0.000111	0.116854
115690	-4935.098490	-4803.773780	-137.173933	0.218463	0.260225	0.356853	0.164459	0.073992	0.143293	0.886601	0.011729	0.000208	0.116854
115700	-4937.870048	-4804.240559	-139.650129	0.209494	0.271540	0.362169	0.156798	0.040619	0.143293	0.885691	0.011729	0.000208	0.116854
115710	-4935.477917	-4801.491109	-140.007868	0.209494	0.271540	0.362169	0.156798	0.040619	0.143293	0.885691	0.011729	0.000124	0.116854
115720	-4933.508908	-4802.270240	-137.379950	0.209494	0.271540	0.362169	0.156798	0.038511	0.121081	0.885691	0.011729	0.000399	0.116854
115730	-4933.270532	-4801.676313	-137.371722	0.227003	0.271247	0.337960	0.163791	0.046466	0.186107	0.885691	0.011729	0.000174	0.116854
115740	-4931.661356	-4799.578667	-138.073160	0.220071	0.259124	0.346384	0.174421	0.046466	0.186107	0.843151	0.011729	0.000120	0.116854
115750	-4937.168963	-4804.097689	-139.008628	0.229827	0.270663	0.310015	0.189495	0.046466	0.186107	0.843151	0.022352	0.000120	0.116854
115760	-4934.629646	-4799.805122	-140.761878	0.227097	0.240130	0.332885	0.199887	0.046466	0.186107	0.843151	0.022352	0.000120	0.116854
115770	-4935.500436	-4800.249191	-141.237284	0.219402	0.231813	0.373187	0.175597	0.046466	0.186107	0.843151	0.012542	0.000194	0.116854
115780	-4933.493569	-4798.750459	-140.634522	0.219402	0.231813	0.373187	0.175597	0.046466	0.186107	0.843151	0.012542	0.000194	0.135779
115790	-4932.609478	-4798.566638	-139.899083	0.219402	0.231813	0.373187	0.175597	0.046466	0.186107	0.843151	0.019576	0.000194	0.135779
115800	-4936.858586	-4802.377210	-139.899083	0.220071	0.243692	0.369320	0.166917	0.084731	0.235549	0.843151	0.019576	0.000194	0.135779
115810	-4937.853936	-4802.403126	-140.892052	0.220071	0.243692	0.369320	0.166917	0.080064	0.235549	0.843151	0.019576	0.000154	0.135779
115820	-4937.944704	-4801.048726	-142.360314	0.240707	0.231338	0.350072	0.177882	0.080064	0.235549	0.843151	0.014957	0.000154	0.135779
115830	-4932.572376	-4798.252635	-139.812952	0.236047	0.226977	0.356783	0.180193	0.074236	0.235549	0.843151	0.014957	0.000207	0.135779
115840	-4933.106721	-4796.017297	-142.788969	0.236047	0.226977	0.356783	0.180193	0.074236	0.194282	0.843151	0.014957	0.000207	0.135779
115850	-4938.812885	-4800.859127	-143.206512	0.218175	0.236696	0.369153	0.175975	0.074236	0.194282	0.932509	0.014957	0.000207	0.135779
115860	-4939.768819	-4804.371968	-140.017350	0.218175	0.236696	0.369153	0.175975	0.074236	0.222946	0.932509	0.014957	0.000207	0.233566
115870	-4935.415312	-4801.292579	-137.360925	0.208472	0.256124	0.354681	0.180724	0.074236	0.254576	1.168490	0.023808	0.000207	0.233566
115880	-4933.714527	-4800.884786	-136.067757	0.208472	0.256124	0.354681	0.180724	0.074236	0.254576	1.168490	0.023808	0.000242	0.233566
115890	-4934.375153	-4801.887555	-135.725614	0.208472	0.256124	0.354681	0.180724	0.074236	0.254576	1.168490	0.023808	0.000242	0.233566
115900	-4931.700585	-4799.596816	-135.300573	0.221510	0.233491	0.366598	0.178402	0.082570	0.254576	1.168490	0.023808	0.000151	0.233566
115910	-4934.992878	-4801.138657	-137.061675	0.239503	0.231884	0.339775	0.188838	0.082570	0.254576	1.168490	0.023808	0.000189	0.231398
115920	-4932.872866	-4799.266614	-136.813558	0.239503	0.231884	0.339775	0.188838	0.082570	0.254576	1.168490	0.023808	0.000219	0.231398
115930	-4934.602595	-4796.975106	-140.892098	0.239503	0.231884	0.339775	0.188838	0.082570	0.243115	1.168490	0.023808	0.000219	0.231398
115940	-4933.838668	-4794.367602	-142.720151	0.228330	0.238754	0.339320	0.193596	0.082570	0.243115	1.168490	0.026957	0.000176	0.231398
115950	-4936.733920	-4798.370141	-141.616349	0.237712	0.251021	0.324419	0.186847	0.082570	0.243115	1.167625	0.026957	0.000343	0.231398
115960	-4938.635248	-4798.649175	-143.123680	0.237712	0.251021	0.324419	0.186847	0.082570	0.243115	1.167625	0.026957	0.000343	0.254390
115970	-4938.161226	-4798.709437	-142.385440	0.237712	0.251021	0.324419	0.186847	0.082570	0.243115	1.167625	0.026957	0.000343	0.295182
115980	-4938.945504	-4799.479305	-142.375276	0.225748	0.235393	0.340485	0.198373	0.082570	0.243115	1.167625	0.031794	0.000421	0.295182
115990	-4936.501762	-4796.196817	-143.214021	0.244376	0.216702	0.348835	0.190087	0.082570	0.243115	1.167625	0.031794	0.000421	0.295182
116000	-4937.050991	-4797.111631	-142.828798	0.219797	0.254975	0.331983	0.193244	0.082570	0.243115	1.167625	0.035878	0.000264	0.295182
116010	-4936.196544	-4797.258015	-141.827967	0.226294	0.280146	0.321909	0.171651	0.082570	0.243115	1.167625	0.035878	0.000264	0.295182
116020	-4931.963973	-4795.384664	-139.469110	0.218374	0.255843	0.348175	0.177608	0.082570	0.243115	1.167625	0.035878	0.000191	0.295182
116030	-4929.341235	-4795.258120	-139.841669	0.218374	0.255843	0.348175	0.177608	0.066158	0.243115	0.783757	0.019136	0.000191	0.138454
116040	-4928.235881	-4794.122646	-139.872032	0.218374	0.255843	0.348175	0.177608	0.066158	0.243115	0.783757	0.019136	0.000143	0.138454
116050	-4930.966657	-4796.299784	-140.563996	0.218374	0.255843	0.348175	0.177608	0.071577	0.238470	0.783757	0.019136	0.000143	0.110015
116060	-4930.714695	-4794.849388	-140.671252	0.218374	0.255843	0.348175	0.177608	0.071577	0.238470	1.001830	0.019136	0.000305	0.110015
116070	-4933.082384	-4797.511289	-140.460629	0.225721	0.253909	0.351158	0.169212	0.054898	0.238470	1.001830	0.019136	0.000266	0.110015
116080	-4936.687120	-4801.902576	-139.674080	0.204611	0.227646	0.369566	0.198178	0.054898	0.238470	1.001830	0.019136	0.000266	0.110015
116090	-4931.991515	-4803.589093	-133.289748	0.204611	0.227646	0.369566	0.198178	0.078029	0.207938	1.001830	0.026947	0.000298	0.110015
116100	-4930.097930	-4800.727786	-134.296510	0.218469	0.236611	0.365628	0.179292	0.078029	0.224758	0.977202	0.026947	0.000298	0.110015
116110	-4929.158159	-4798.135307	-136.048896	0.218469	0.236611	0.365628	0.179292	0.057655	0.224758	0.977202	0.027215	0.000468	0.110015
116120	-4932.339582	-4801.205614	-135.650015	0.208990	0.247876	0.358707	0.184426	0.057655	0.224758	0.977202	0.027215	0.000468	0.212014
116130	-4933.636263	-4802.038788	-136.317525	0.230066	0.242627	0.349050	0.178258	0.057655	0.183958	0.977202	0.027215	0.000468	0.212014
116140	-4936.279520	-4804.136778	-137.268588	0.230066	0.242627	0.349050	0.178258	0.059727	0.183958	0.977202	0.010908	0.000366	0.145192
116150	-4933.665186	-4803.726662	-135.064370	0.230066	0.242627	0.349050	0.178258	0.059727	0.183958	0.977202	0.010908	0.000366	0.145192
116160	-4932.351707	-4802.229493	-134.880894	0.230066	0.242627	0.349050	0.178258	0.059727	0.183958	1.037067	0.024476	0.000366	0.145192
116170	-4935.912044	-4805.287086	-135.441726	0.230066	0.242627	0.349050	0.178258	0.059727	0.183958	1.037067	0.012859	0.000366	0.145192
116180	-4935.586804	-4803.626549	-137.794682	0.230066	0.242627	0.349050	0.178258	0.059727	0.142883	0.874611	0.012859	0.000366	0.145192
116190	-4937.316088	-4807.563280	-135.696418	0.210945	0.275037	0.343983	0.170035	0.059727	0.142883	0.874611	0.012859	0.000366	0.123355
116200	-4934.774494	-4804.905953	-135.811883	0.206447	0.255222	0.363038	0.175294	0.059727	0.142883	0.874611	0.012859	0.000419	0.123355
116210	-4933.870421	-4806.504267	-133.309496	0.199713	0.246990	0.366985	0.186313	0.059727	0.142883	0.874611	0.012859	0.000419	0.123355
116220	-4932.575739	-4805.293981	-133.225100	0.199713	0.246990	0.366985	0.186313	0.059727	0.142883	0.874611	0.012859	0.000419	0.123355
116230	-4932.746178	-4806.500377	-133.192009	0.199713	0.246990	0.366985	0.186313	0.059727	0.142883	0.674037	0.012859	0.000419	0.123355
116240	-4932.334711	-4805.109672	-134.261015	0.199713	0.246990	0.366985	0.186313	0.040815	0.142883	0.674037	0.013817	0.000419	0.123355
116250	-4929.650030	-4803.126653	-133.559352	0.199713	0.246990	0.366985	0.186313	0.040815	0.142883	0.674037	0.013817	0.000419	0.123355
116260	-4927.957440	-4803.413827	-131.586318	0.214445	0.282424	0.329305	0.173826	0.040815	0.142883	0.674037	0.011930	0.000961	0.123355
116270	-4925.691992	-4803.587442	-129.147254	0.214445	0.282424	0.329305	0.173826	0.040815	0.142883	0.674037	0.011930	0.000961	0.123355
116280	-4926.434329	-4804.576006	-128.853727	0.214445	0.282424	0.329305	0.173826	0.048950	0.142883	0.674037	0.011930	0.002286	0.123355
116290	-4924.142780	-4802.386980	-128.839789	0.202728	0.276343	0.346410	0.174518	0.048950	0.142883	0.674037	0.011930	0.001008	0.106917
116300	-4926.961646	-4801.461392	-132.688888	0.211321	0.274362	0.352439	0.161878	0.048950	0.142883	0.674037	0.012382	0.000862	0.085680
116310	-4927.425424	-4802.501110	-132.115525	0.197661	0.281228	0.348859	0.172252	0.048950	0.142883	0.674037	0.011866	0.000862	0.085680
116320	-4928.539070	-4802.923624	-132.806456	0.210309	0.223176	0.390440	0.176075	0.048950	0.142883	0.674037	0.011866	0.000862	0.085721
116330	-4932.443777	-4801.754092	-137.882315	0.210309	0.223176	0.390440	0.176075	0.048950	0.142883	0.674037	0.011866	0.000538	0.085721
116340	-4928.198624	-4797.473787	-137.864141	0.214691	0.228469	0.369913	0.186927	0.046518	0.155914	0.674037	0.011932	0.000538	0.085721
116350	-4930.208105	-4799.482843	-137.864566	0.191239	0.238987	0.380879	0.188895	0.046518	0.155914	0.674037	0.011932	0.000538	0.085721
116360	-4934.969976	-4805.951838	-136.157441	0.220356	0.230089	0.373471	0.176084	0.046518	0.155914	0.674037	0.011932	0.000538	0.085721
116370	-4939.867019	-4805.646404	-141.359919	0.205261	0.235935	0.385384	0.173420	0.046518	0.155914	0.674037	0.011932	0.000538	0.085721
116380	-4941.855758	-4809.579492	-139.415569	0.221403	0.237904	0.343065	0.197628	0.046518	0.155914	0.674037	0.011932	0.000538	0.085721
116390	-4943.061705	-4810.698980	-139.415569	0.225187	0.262004	0.324897	0.187912	0.051658	0.165322	0.674037	0.014302	0.000912	0.085721
116400	-4948.010240	-4813.004155	-142.343140	0.237018	0.235495	0.324908	0.202579	0.051658	0.165322	0.588181	0.014302	0.000912	0.114735
116410	-4949.639991	-4815.246185	-141.730862	0.235462	0.241443	0.321747	0.201349	0.051658	0.165322	0.588181	0.014302	0.000912	0.114735
116420	-4951.873181	-4816.905479	-142.404103	0.214730	0.246066	0.328306	0.210898	0.051658	0.165322	0.567721	0.014302	0.001504	0.114735
116430	-4951.803602	-4816.841796	-142.305621	0.207587	0.260876	0.354797	0.176741	0.051658	0.165322	0.567721	0.014302	0.002309	0.132447
116440	-4954.024517	-4815.279765	-146.214671	0.207587	0.260876	0.354797	0.176741	0.051658	0.140101	0.567721	0.014302	0.002309	0.132447
116450	-4950.690137	-4811.981655	-146.192368	0.207587	0.260876	0.354797	0.176741	0.051658	0.137308	0.567721	0.014302	0.002309	0.132447
116460	-4945.902692	-4802.333658	-150.332178	0.220160	0.246630	0.360095	0.173115	0.051658	0.125964	0.723214	0.014302	0.002309	0.132447
116470	-4948.564627	-4804.998817	-150.331071	0.200332	0.265119	0.367957	0.166592	0.051658	0.125964	0.723214	0.014302	0.001886	0.132447
116480	-4954.664846	-4808.455273	-152.974834	0.202287	0.265062	0.363502	0.169148	0.051658	0.125964	0.723214	0.014302	0.001886	0.132447
116490	-4953.494144	-4807.834271	-152.425134	0.204108	0.248750	0.373445	0.173696	0.051658	0.125964	0.723214	0.014302	0.001886	0.132447
116500	-4953.195964	-4809.035480	-150.925745	0.241279	0.220046	0.372696	0.165979	0.051658	0.125964	0.723214	0.014302	0.001886	0.132447
116510	-4950.042239	-4808.074098	-148.731968	0.241279	0.220046	0.372696	0.165979	0.052269	0.125964	0.723214	0.013494	0.002369	0.132447
116520	-4953.127067	-4811.627686	-148.731968	0.242832	0.219891	0.369159	0.168118	0.054084	0.172825	0.580785	0.013494	0.002369	0.132447
116530	-4946.442007	-4805.269238	-148.450264	0.230503	0.229194	0.352533	0.187770	0.037102	0.172825	0.580785	0.021495	0.002369	0.132447
116540	-4949.633460	-4807.836693	-148.450264	0.230503	0.229194	0.352533	0.187770	0.037102	0.118385	0.751297	0.029596	0.002996	0.132447
116550	-4949.857037	-4808.245390	-148.265144	0.228652	0.227000	0.372322	0.172026	0.037102	0.118385	0.751297	0.029596	0.002996	0.132447
116560	-4950.202123	-4806.997955	-149.941811	0.228652	0.227000	0.372322	0.172026	0.037102	0.132385	0.697933	0.029596	0.002996	0.154982
116570	-4948.944342	-4803.571582	-151.269761	0.233827	0.254494	0.341311	0.170368	0.037102	0.132385	0.866239	0.029596	0.002818	0.154982
116580	-4951.914387	-4806.871863	-150.976223	0.233827	0.254494	0.341311	0.170368	0.044135	0.119709	0.866239	0.029596	0.001121	0.154982
116590	-4949.623924	-4805.046508	-150.604431	0.233827	0.254494	0.341311	0.170368	0.044135	0.119709	0.866239	0.011520	0.000533	0.154982
116600	-4939.552607	-4801.792620	-143.733337	0.233827	0.254494	0.341311	0.170368	0.044353	0.119709	0.866239	0.016351	0.001998	0.159201
116610	-4943.952561	-4802.992998	-146.928317	0.214494	0.225292	0.381117	0.179097	0.044353	0.119709	0.866239	0.016351	0.001998	0.160120
116620	-4946.076002	-4804.655136	-147.530216	0.214494	0.225292	0.381117	0.179097	0.044353	0.119709	0.866239	0.023932	0.001740	0.124678
116630	-4939.631536	-4798.237385	-147.550343	0.214664	0.240854	0.363875	0.180607	0.044353	0.119709	0.866239	0.014563	0.001740	0.124678
116640	-4939.842067	-4797.977685	-148.020574	0.204304	0.251525	0.370831	0.173339	0.044353	0.119709	0.866239	0.014563	0.001740	0.124678
116650	-4936.957588	-4795.048830	-148.024981	0.204304	0.251525	0.370831	0.173339	0.044353	0.127703	0.866239	0.014563	0.001740	0.124678
116660	-4941.042829	-4800.854336	-146.304716	0.219819	0.277905	0.333893	0.168383	0.044353	0.127703	0.866239	0.014563	0.001740	0.124678
116670	-4940.057971	-4798.439250	-149.007305	0.226397	0.269274	0.341142	0.163186	0.044353	0.127703	0.618373	0.014563	0.001740	0.118072
116680	-4936.893512	-4797.172004	-147.161634	0.226397	0.269274	0.341142	0.163186	0.028073	0.127703	0.618373	0.014563	0.001740	0.124044
116690	-4941.378277	-4799.640686	-149.177716	0.226397	0.269274	0.341142	0.163186	0.028073	0.127703	0.618373	0.014563	0.001740	0.124044
116700	-4935.123777	-4795.199699	-147.257419	0.220981	0.224541	0.375995	0.178483	0.049430	0.127703	0.618373	0.014563	0.001740	0.124044
116710	-4937.397280	-4795.907438	-148.820182	0.231110	0.229696	0.359779	0.179416	0.050659	0.127703	0.618373	0.014563	0.001112	0.124044
116720	-4938.892229	-4796.673438	-149.549131	0.231110	0.229696	0.359779	0.179416	0.050659	0.127703	0.618373	0.014563	0.001112	0.124044
116730	-4934.624466	-4797.497439	-144.497217	0.231110	0.229696	0.359779	0.179416	0.042689	0.127703	0.618373	0.014563	0.001112	0.124044
116740	-4937.578101	-4800.882323	-144.203794	0.216003	0.242841	0.357839	0.183317	0.027034	0.115792	0.618373	0.014563	0.001112	0.124044
116750	-4934.948562	-4798.504792	-143.980734	0.216003	0.242841	0.357839	0.183317	0.033930	0.101668	0.618373	0.014563	0.002551	0.124044
116760	-4933.798028	-4797.778930	-143.554752	0.221907	0.237192	0.375725	0.165176	0.033930	0.101668	0.618373	0.014563	0.002813	0.124044
116770	-4928.783763	-4795.605483	-140.713934	0.221907	0.237192	0.375725	0.165176	0.033930	0.101668	0.618373	0.014563	0.002813	0.124044
116780	-4930.867660	-4794.712875	-143.775306	0.221907	0.237192	0.375725	0.165176	0.030226	0.092097	0.618373	0.011975	0.001702	0.124044
116790	-4930.118946	-4793.765406	-143.999977	0.221907	0.237192	0.375725	0.165176	0.030226	0.092097	0.618373	0.011975	0.001702	0.118861
116800	-4930.249122	-4792.523062	-145.346538	0.225652	0.238945	0.378120	0.157283	0.030226	0.097778	0.618373	0.011975	0.001212	0.118861
116810	-4932.785522	-4796.301364	-144.097982	0.244202	0.229111	0.363864	0.162823	0.030226	0.097778	0.618373	0.011975	0.002543	0.118861
116820	-4933.986019	-4798.022294	-143.577728	0.229520	0.249157	0.331000	0.190323	0.030226	0.097778	0.618373	0.011975	0.002507	0.118861
116830	-4937.003540	-4798.600218	-146.013516	0.229520	0.249157	0.331000	0.190323	0.030226	0.097778	0.618373	0.011975	0.003269	0.118861
116840	-4939.146556	-4800.639408	-146.003380	0.235933	0.249123	0.330480	0.184464	0.030226	0.097778	0.618373	0.012391	0.003269	0.141238
116850	-4941.649035	-4805.335348	-143.652829	0.235933	0.249123	0.330480	0.184464	0.054096	0.097778	0.618373	0.019940	0.003269	0.141238
116860	-4939.542360	-4803.816316	-143.096905	0.235933	0.249123	0.330480	0.184464	0.054096	0.097778	0.612029	0.019940	0.003269	0.141238
116870	-4935.793087	-4801.269208	-141.907348	0.235933	0.249123	0.330480	0.184464	0.051574	0.097778	0.612029	0.019940	0.003269	0.141238
116880	-4935.390721	-4800.296807	-141.900970	0.220792	0.248574	0.338229	0.192405	0.051574	0.179039	0.612029	0.015293	0.003269	0.179907
116890	-4935.080050	-4799.064652	-142.728694	0.227896	0.256506	0.339235	0.176363	0.061629	0.180638	0.612029	0.023920	0.001738	0.179907
116900	-4933.006304	-4794.289792	-142.742325	0.227896	0.256506	0.339235	0.176363	0.061629	0.180638	1.150138	0.023920	0.001126	0.179907
116910	-4935.202903	-4796.781755	-141.833506	0.227896	0.256506	0.339235	0.176363	0.061629	0.180638	1.150138	0.022384	0.001262	0.303998
116920	-4934.289816	-4797.848826	-139.800621	0.249143	0.230150	0.365394	0.155312	0.083688	0.180638	1.150138	0.028887	0.001262	0.285982
116930	-4940.379037	-4801.826500	-141.360810	0.249143	0.230150	0.365394	0.155312	0.083688	0.290910	1.150138	0.028887	0.001262	0.285982
116940	-4939.794585	-4801.190386	-141.412472	0.214841	0.281082	0.346839	0.157238	0.083688	0.290910	1.150138	0.028887	0.001262	0.285982
116950	-4939.523257	-4800.356777	-141.972649	0.214841	0.281082	0.346839	0.157238	0.083688	0.290910	1.150138	0.028887	0.001683	0.285982
116960	-4939.305719	-4799.934093	-142.177794	0.214841	0.281082	0.346839	0.157238	0.083688	0.290910	1.150138	0.028887	0.001683	0.285982
116970	-4940.178843	-4797.239846	-143.728030	0.214841	0.281082	0.346839	0.157238	0.083688	0.290910	1.553457	0.028887	0.001791	0.285982
116980	-4939.581390	-4799.293817	-141.074180	0.214841	0.281082	0.346839	0.157238	0.083688	0.290910	1.553457	0.028887	0.002276	0.285982
116990	-4937.285368	-4798.255520	-139.994614	0.214841	0.281082	0.346839	0.157238	0.083688	0.255278	1.553457	0.028887	0.002276	0.285982
117000	-4937.134319	-4798.093600	-139.994614	0.222514	0.276890	0.341904	0.158692	0.083688	0.255278	1.553457	0.028887	0.004450	0.285982
117010	-4940.406350	-4800.515145	-139.994614	0.235160	0.272030	0.337517	0.155294	0.109579	0.397280	1.553457	0.028887	0.006655	0.285982
117020	-4939.058577	-4800.352889	-138.826072	0.235160	0.272030	0.337517	0.155294	0.109579	0.397280	1.553457	0.028887	0.003260	0.285982
117030	-4936.904951	-4796.202277	-140.823058	0.215012	0.279538	0.344745	0.160704	0.109579	0.397280	1.553457	0.028887	0.003260	0.285982
