Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
42100	-4946.826801	-4803.700808	-150.609124	0.213522	0.223915	0.375486	0.187077	0.057968	0.132375	0.601495	0.009460	0.005586	0.099012
42110	-4949.062490	-4804.048071	-152.460626	0.214419	0.219691	0.390033	0.175856	0.057968	0.141795	0.601495	0.007144	0.005867	0.099012
42120	-4955.167738	-4807.117620	-155.508287	0.228193	0.211214	0.402470	0.158123	0.057968	0.141795	0.601495	0.007798	0.005867	0.095965
42130	-4955.650683	-4807.981856	-155.090825	0.228193	0.211214	0.402470	0.158123	0.057968	0.149029	0.601495	0.007798	0.005867	0.095965
42140	-4956.346971	-4809.040069	-154.728901	0.228193	0.211214	0.402470	0.158123	0.057968	0.149029	0.601495	0.007798	0.005867	0.095965
42150	-4957.467469	-4809.646170	-155.933321	0.228193	0.211214	0.402470	0.158123	0.057968	0.127379	0.490822	0.006038	0.001945	0.095965
42160	-4954.691095	-4804.516521	-157.425562	0.222910	0.232932	0.380585	0.163572	0.057968	0.127379	0.661352	0.006038	0.003622	0.095965
42170	-4953.690002	-4804.847928	-156.131171	0.222910	0.232932	0.380585	0.163572	0.046819	0.127379	0.661352	0.006038	0.004164	0.098950
42180	-4950.558455	-4802.476177	-155.371376	0.205172	0.246640	0.369423	0.178765	0.046819	0.127379	0.661352	0.006038	0.004164	0.098950
42190	-4949.178787	-4801.094025	-155.371376	0.222789	0.252968	0.356245	0.167998	0.046819	0.127379	0.661352	0.006535	0.004164	0.098950
42200	-4948.656518	-4800.763313	-155.179819	0.222789	0.252968	0.356245	0.167998	0.046819	0.127379	0.661352	0.006535	0.004164	0.098950
42210	-4950.609738	-4800.945135	-156.940690	0.222789	0.252968	0.356245	0.167998	0.048352	0.127379	0.661352	0.006535	0.004736	0.098950
42220	-4954.706298	-4804.923078	-156.940690	0.223478	0.252966	0.361309	0.162247	0.048352	0.127379	0.686173	0.005437	0.004736	0.098950
42230	-4950.189729	-4801.657343	-155.590023	0.218559	0.267917	0.336842	0.176683	0.048352	0.149569	0.686173	0.005437	0.002513	0.098950
42240	-4951.457415	-4804.690845	-153.661985	0.218559	0.267917	0.336842	0.176683	0.048352	0.149569	0.686173	0.005437	0.002513	0.131395
42250	-4954.581840	-4808.516031	-152.956929	0.218559	0.267917	0.336842	0.176683	0.048352	0.149569	0.686173	0.005437	0.003372	0.131395
42260	-4953.537346	-4804.287648	-156.122791	0.205736	0.272350	0.341428	0.180486	0.048352	0.149569	0.686173	0.009042	0.003372	0.131395
42270	-4957.603744	-4808.335379	-156.139975	0.200292	0.279868	0.364211	0.155629	0.048352	0.149569	0.686173	0.009042	0.003668	0.131395
42280	-4955.578799	-4807.006091	-155.437491	0.200292	0.279868	0.364211	0.155629	0.048352	0.149569	0.686173	0.009042	0.005034	0.131395
42290	-4954.111432	-4804.348706	-156.753302	0.200292	0.279868	0.364211	0.155629	0.040029	0.135107	0.686173	0.009042	0.002660	0.131395
42300	-4949.438192	-4796.755971	-159.626173	0.206689	0.262462	0.367996	0.162853	0.040029	0.136203	0.686173	0.014522	0.005409	0.131395
42310	-4951.471801	-4799.103478	-159.297131	0.206689	0.262462	0.367996	0.162853	0.043058	0.136203	0.686173	0.014522	0.005409	0.131395
42320	-4954.493897	-4801.173386	-160.824670	0.206689	0.262462	0.367996	0.162853	0.043058	0.136203	0.571200	0.014522	0.005313	0.131395
42330	-4954.647830	-4800.489721	-161.689688	0.206689	0.262462	0.367996	0.162853	0.043058	0.136203	0.571200	0.009253	0.005097	0.131395
42340	-4956.612449	-4797.903917	-164.901603	0.206689	0.262462	0.367996	0.162853	0.043058	0.136203	0.839084	0.009070	0.005097	0.131395
42350	-4960.361357	-4801.611118	-164.903604	0.221221	0.252349	0.368148	0.158282	0.043058	0.136203	0.839084	0.017011	0.005097	0.131395
42360	-4963.016368	-4803.157666	-166.024168	0.219120	0.227104	0.370185	0.183591	0.043058	0.136203	0.839084	0.014591	0.005097	0.131395
42370	-4959.442498	-4799.567841	-166.024168	0.220780	0.227629	0.372035	0.179556	0.043058	0.136203	0.839084	0.017782	0.005097	0.131395
42380	-4951.365810	-4796.781847	-160.623887	0.220780	0.227629	0.372035	0.179556	0.043058	0.158120	0.839084	0.017782	0.005097	0.131395
42390	-4953.603046	-4799.452550	-161.459854	0.220780	0.227629	0.372035	0.179556	0.043058	0.158120	0.585198	0.017782	0.005097	0.131395
42400	-4951.483774	-4797.312901	-161.601163	0.233537	0.242062	0.344139	0.180262	0.043058	0.133933	0.585198	0.017782	0.005097	0.131395
42410	-4950.523451	-4796.372867	-161.580874	0.233537	0.242062	0.344139	0.180262	0.043058	0.133933	0.585198	0.017782	0.005097	0.131395
42420	-4951.807160	-4797.363522	-161.886490	0.209042	0.255290	0.366005	0.169663	0.043058	0.133933	0.585198	0.015270	0.005097	0.131395
42430	-4954.708146	-4798.885102	-163.294277	0.209042	0.255290	0.366005	0.169663	0.037382	0.133933	0.585198	0.015270	0.005097	0.131395
42440	-4949.091067	-4797.871042	-158.656087	0.209042	0.255290	0.366005	0.169663	0.037382	0.140968	0.585198	0.015270	0.005097	0.131395
42450	-4947.445061	-4797.911387	-156.969735	0.209042	0.255290	0.366005	0.169663	0.037382	0.140968	0.585198	0.015270	0.005097	0.131395
42460	-4949.454725	-4799.516104	-157.353587	0.224561	0.244967	0.375722	0.154750	0.037382	0.145187	0.585198	0.015270	0.005097	0.131395
42470	-4949.047917	-4799.476889	-156.981448	0.224561	0.244967	0.375722	0.154750	0.037382	0.145187	0.585198	0.016179	0.005097	0.131395
42480	-4955.096167	-4803.363079	-159.143507	0.213988	0.229479	0.403294	0.153240	0.037382	0.145187	0.585198	0.016179	0.005097	0.131395
42490	-4954.633839	-4801.479849	-159.143507	0.213988	0.229479	0.403294	0.153240	0.083708	0.145187	0.826721	0.014697	0.002910	0.131395
42500	-4946.550804	-4791.994503	-160.612075	0.213701	0.239250	0.379722	0.167327	0.071906	0.145187	0.826721	0.013248	0.002910	0.131395
42510	-4941.565588	-4791.142205	-156.465914	0.213701	0.239250	0.379722	0.167327	0.071906	0.145187	0.826721	0.013248	0.005559	0.131395
42520	-4941.620875	-4792.750810	-155.001788	0.219772	0.230814	0.361026	0.188388	0.054068	0.145187	0.826721	0.013248	0.005559	0.131395
42530	-4943.559497	-4795.539345	-155.301954	0.234902	0.242956	0.336178	0.185964	0.034789	0.145187	0.615984	0.013248	0.005559	0.131395
42540	-4944.198159	-4795.093794	-156.395002	0.235669	0.237448	0.356490	0.170393	0.034789	0.145187	0.615984	0.012985	0.004055	0.131395
42550	-4943.354918	-4795.056355	-155.818445	0.211604	0.257748	0.343908	0.186740	0.034789	0.145187	0.615984	0.012985	0.003653	0.085948
42560	-4945.221483	-4795.496616	-157.266914	0.211604	0.257748	0.343908	0.186740	0.034789	0.145187	0.615984	0.012985	0.002966	0.082202
42570	-4954.207924	-4803.096400	-158.627462	0.203001	0.233133	0.376548	0.187319	0.034789	0.145187	0.615984	0.018207	0.002966	0.082202
42580	-4950.868676	-4799.222953	-158.936093	0.203001	0.233133	0.376548	0.187319	0.034789	0.171199	0.615984	0.017507	0.002966	0.102002
42590	-4950.277914	-4799.088210	-158.323457	0.244768	0.227998	0.362601	0.164633	0.034789	0.171199	0.647307	0.017507	0.002966	0.102002
42600	-4947.509886	-4800.813275	-153.563053	0.244768	0.227998	0.362601	0.164633	0.034789	0.171199	0.647307	0.017507	0.005762	0.152669
42610	-4949.301241	-4801.265588	-154.902094	0.243007	0.234371	0.362767	0.159854	0.034789	0.171199	0.647307	0.017507	0.005762	0.152669
42620	-4947.347293	-4799.425576	-154.902136	0.233598	0.243281	0.329718	0.193403	0.034789	0.151405	0.647307	0.014505	0.005762	0.152669
42630	-4947.596503	-4799.407619	-155.104360	0.236839	0.231748	0.342848	0.188564	0.034789	0.151405	0.647307	0.014505	0.005762	0.165657
42640	-4943.826625	-4796.623345	-154.507621	0.236839	0.231748	0.342848	0.188564	0.034789	0.148068	0.647307	0.013212	0.003355	0.094923
42650	-4945.586589	-4798.354369	-154.501157	0.236839	0.231748	0.342848	0.188564	0.034789	0.148068	0.647307	0.020293	0.003355	0.094923
42660	-4946.068114	-4798.825897	-154.477769	0.232161	0.216075	0.370090	0.181673	0.041466	0.148068	0.647307	0.020293	0.003355	0.094923
42670	-4943.301045	-4797.040093	-153.556383	0.238698	0.248372	0.332093	0.180838	0.041466	0.148068	0.647307	0.009255	0.002417	0.094923
42680	-4936.129087	-4794.503905	-148.920612	0.238698	0.248372	0.332093	0.180838	0.041466	0.148068	0.647307	0.009255	0.002417	0.094923
42690	-4936.332281	-4794.704173	-148.920612	0.238698	0.248372	0.332093	0.180838	0.041466	0.148068	0.647307	0.009255	0.003002	0.094923
42700	-4939.143119	-4797.436853	-148.942359	0.224455	0.232139	0.351095	0.192311	0.041466	0.148068	0.647307	0.020537	0.003002	0.094923
42710	-4940.815306	-4799.873631	-148.177768	0.217825	0.241265	0.375960	0.164950	0.041466	0.148068	0.647307	0.020537	0.003002	0.094923
42720	-4938.175692	-4798.166801	-147.047176	0.217825	0.241265	0.375960	0.164950	0.041466	0.130376	0.671810	0.020537	0.002013	0.128662
42730	-4936.890822	-4797.946839	-145.982268	0.223587	0.230470	0.370282	0.175661	0.041466	0.130376	0.671810	0.020537	0.002013	0.128662
42740	-4939.617656	-4799.943795	-146.851037	0.223587	0.230470	0.370282	0.175661	0.041466	0.130376	0.671810	0.009627	0.002922	0.110885
42750	-4938.925690	-4799.091324	-146.966633	0.234758	0.240284	0.345522	0.179437	0.044551	0.130376	0.671810	0.008918	0.002922	0.117490
42760	-4938.303052	-4798.022575	-147.575666	0.209718	0.259224	0.361884	0.169174	0.044551	0.130376	0.637938	0.010207	0.002922	0.117490
42770	-4932.290967	-4791.325791	-148.260364	0.222049	0.238722	0.374890	0.164339	0.044551	0.130376	0.637938	0.010207	0.002922	0.117490
42780	-4933.335403	-4792.380212	-148.232951	0.215490	0.247230	0.372601	0.164679	0.044551	0.130376	0.637938	0.010207	0.006408	0.117490
42790	-4933.653445	-4792.698254	-148.232951	0.222258	0.227363	0.364912	0.185467	0.044551	0.130376	0.637938	0.010207	0.006408	0.117490
42800	-4934.768711	-4794.138494	-147.862080	0.236781	0.222638	0.373320	0.167261	0.044551	0.130376	0.637938	0.021339	0.004455	0.117490
42810	-4937.010613	-4796.616247	-147.251661	0.236781	0.222638	0.373320	0.167261	0.044551	0.193340	0.637938	0.015488	0.004455	0.135291
42820	-4933.906871	-4794.830332	-146.364627	0.236781	0.222638	0.373320	0.167261	0.044551	0.106598	0.637938	0.015488	0.005038	0.135291
42830	-4932.912626	-4795.087231	-145.233067	0.236781	0.222638	0.373320	0.167261	0.044551	0.106598	0.614021	0.015488	0.005038	0.135291
42840	-4934.960175	-4795.649395	-146.795712	0.236781	0.222638	0.373320	0.167261	0.044551	0.097670	0.614021	0.007906	0.006096	0.135291
42850	-4937.925033	-4794.618698	-150.777730	0.236781	0.222638	0.373320	0.167261	0.048682	0.097670	0.614021	0.007906	0.004673	0.135291
42860	-4934.615469	-4792.636032	-149.450225	0.224880	0.250360	0.359983	0.164778	0.043768	0.097670	0.614021	0.012941	0.004673	0.135291
42870	-4932.124632	-4788.595689	-150.986444	0.224880	0.250360	0.359983	0.164778	0.043768	0.097670	0.614021	0.012941	0.002971	0.139651
42880	-4933.763542	-4790.215389	-151.078597	0.224880	0.250360	0.359983	0.164778	0.029064	0.097670	0.614021	0.012941	0.003087	0.139651
42890	-4933.520710	-4792.466628	-148.584525	0.249654	0.240143	0.352884	0.157319	0.029064	0.097670	0.614021	0.012941	0.003087	0.139651
42900	-4934.084951	-4793.031234	-148.584161	0.239042	0.264406	0.349228	0.147324	0.029064	0.097670	0.614021	0.012941	0.003087	0.139651
42910	-4930.241453	-4796.372924	-141.398973	0.239042	0.264406	0.349228	0.147324	0.029064	0.097670	0.614021	0.012941	0.003087	0.139651
42920	-4935.064922	-4800.405885	-142.069676	0.239042	0.264406	0.349228	0.147324	0.029064	0.121630	0.614021	0.012941	0.003087	0.139651
42930	-4935.632036	-4798.441482	-144.609366	0.239042	0.264406	0.349228	0.147324	0.029064	0.121630	0.614021	0.012941	0.001453	0.139651
42940	-4933.208024	-4795.859638	-144.767197	0.229906	0.266823	0.336125	0.167146	0.029064	0.121630	0.614021	0.012941	0.001453	0.139651
42950	-4934.816635	-4797.779767	-144.761505	0.222932	0.255624	0.333636	0.187808	0.029064	0.121630	0.614021	0.012941	0.002890	0.077048
42960	-4933.899467	-4796.459343	-145.164761	0.222932	0.255624	0.333636	0.187808	0.029064	0.121630	0.614021	0.012941	0.002890	0.077048
42970	-4936.543233	-4797.628520	-147.602734	0.215370	0.258957	0.365166	0.160507	0.029064	0.121630	0.421344	0.012941	0.002890	0.077048
42980	-4937.117156	-4801.312072	-144.493105	0.212324	0.256299	0.350606	0.180772	0.029064	0.121630	0.421344	0.012941	0.002890	0.077048
42990	-4938.878550	-4803.183295	-144.514583	0.212324	0.256299	0.350606	0.180772	0.029064	0.095369	0.421344	0.012941	0.002890	0.077048
43000	-4935.075868	-4798.391297	-145.506674	0.212324	0.256299	0.350606	0.180772	0.029064	0.095369	0.421344	0.010713	0.004563	0.077048
43010	-4936.664078	-4799.774306	-145.711876	0.251422	0.225224	0.364153	0.159201	0.029064	0.095369	0.421344	0.010713	0.004563	0.077048
43020	-4938.809860	-4802.282665	-145.336721	0.251422	0.225224	0.364153	0.159201	0.029064	0.095369	0.421344	0.010713	0.007079	0.077048
43030	-4942.126271	-4806.675558	-144.281659	0.251422	0.225224	0.364153	0.159201	0.029064	0.095369	0.421344	0.008373	0.005134	0.077048
43040	-4933.412824	-4800.314228	-141.932273	0.236733	0.206136	0.366461	0.190670	0.028517	0.095369	0.421344	0.008373	0.005134	0.077048
43050	-4938.327648	-4804.120968	-142.892041	0.236733	0.206136	0.366461	0.190670	0.044084	0.095369	0.421344	0.016128	0.008518	0.080006
43060	-4938.894491	-4804.706190	-142.892041	0.236733	0.206136	0.366461	0.190670	0.053266	0.095369	0.421344	0.008810	0.008518	0.074465
43070	-4937.678388	-4799.435350	-146.976919	0.223701	0.212234	0.362311	0.201753	0.033679	0.095369	0.421344	0.005697	0.008518	0.091138
43080	-4931.972704	-4797.034744	-143.655398	0.220054	0.234788	0.345887	0.199271	0.033679	0.095369	0.421344	0.008985	0.008518	0.091138
43090	-4927.383937	-4790.372548	-145.572513	0.220054	0.234788	0.345887	0.199271	0.033679	0.095369	0.459358	0.008985	0.001767	0.091138
43100	-4925.643016	-4788.917505	-145.286635	0.233305	0.231437	0.351809	0.183448	0.033679	0.095369	0.459358	0.008985	0.001767	0.091138
43110	-4925.121292	-4792.022283	-141.651657	0.233305	0.231437	0.351809	0.183448	0.033679	0.095369	0.459358	0.008985	0.003463	0.091138
43120	-4929.702788	-4797.057121	-140.963953	0.228685	0.248404	0.357462	0.165449	0.036130	0.110159	0.459358	0.008985	0.003891	0.120340
43130	-4925.537281	-4796.001928	-137.844883	0.218403	0.239988	0.363623	0.177987	0.036130	0.110159	0.459358	0.008985	0.005642	0.120340
43140	-4924.683450	-4795.076550	-138.075089	0.236801	0.225121	0.359786	0.178293	0.036130	0.099519	0.459358	0.008985	0.005642	0.099249
43150	-4924.570424	-4794.433161	-138.605453	0.236801	0.225121	0.359786	0.178293	0.036130	0.099519	0.459358	0.008985	0.005642	0.099249
43160	-4923.875147	-4795.292920	-137.019965	0.244381	0.227736	0.347770	0.180112	0.036130	0.107550	0.459358	0.009438	0.005642	0.096856
43170	-4923.111798	-4795.766337	-135.869529	0.244381	0.227736	0.347770	0.180112	0.036130	0.104876	0.459358	0.009438	0.002864	0.085041
43180	-4918.007998	-4791.116397	-135.405826	0.217931	0.236316	0.363684	0.182070	0.038099	0.104876	0.459358	0.009438	0.002864	0.085041
43190	-4917.541219	-4790.168914	-135.886531	0.217931	0.236316	0.363684	0.182070	0.038099	0.104876	0.459358	0.009438	0.002864	0.085041
43200	-4917.531051	-4789.990315	-135.916261	0.217931	0.236316	0.363684	0.182070	0.038099	0.104876	0.459358	0.009438	0.002864	0.112782
43210	-4920.162064	-4794.911026	-133.626563	0.217931	0.236316	0.363684	0.182070	0.038099	0.104876	0.459358	0.009438	0.002864	0.112782
43220	-4922.956879	-4800.328116	-131.145762	0.217931	0.236316	0.363684	0.182070	0.038099	0.076581	0.459358	0.009438	0.002864	0.112782
43230	-4922.135377	-4799.682918	-131.053511	0.217931	0.236316	0.363684	0.182070	0.038099	0.076581	0.459358	0.009438	0.002864	0.095971
43240	-4920.527984	-4798.085377	-131.050796	0.217931	0.236316	0.363684	0.182070	0.038099	0.076581	0.459358	0.009438	0.001437	0.095971
43250	-4924.009649	-4801.196920	-131.405544	0.239489	0.221291	0.359899	0.179321	0.038099	0.076581	0.459358	0.012513	0.001437	0.095971
43260	-4922.190602	-4800.571618	-130.211799	0.238945	0.216163	0.354707	0.190185	0.038099	0.076581	0.459358	0.012513	0.001437	0.095971
43270	-4922.147762	-4801.801305	-129.022944	0.238945	0.216163	0.354707	0.190185	0.032265	0.076581	0.449943	0.011428	0.001036	0.095971
43280	-4925.977309	-4802.848614	-131.724355	0.242381	0.214562	0.342872	0.200185	0.032265	0.093208	0.449943	0.011428	0.000575	0.095971
43290	-4931.511788	-4805.186061	-134.918065	0.242381	0.214562	0.342872	0.200185	0.032265	0.093208	0.449943	0.011428	0.001239	0.095971
43300	-4925.007554	-4798.682208	-134.912636	0.239770	0.246641	0.349873	0.163716	0.032265	0.093208	0.449943	0.011428	0.002248	0.095971
43310	-4926.050748	-4799.219500	-135.464776	0.239770	0.246641	0.349873	0.163716	0.023018	0.093208	0.449943	0.011428	0.002248	0.095971
43320	-4925.250763	-4798.964180	-135.168407	0.239770	0.246641	0.349873	0.163716	0.023018	0.093208	0.408509	0.011428	0.002248	0.087746
43330	-4928.330351	-4802.044501	-135.170202	0.219659	0.226432	0.380230	0.173680	0.023018	0.093208	0.408509	0.011428	0.001743	0.087746
43340	-4931.713094	-4804.361360	-136.360065	0.219659	0.226432	0.380230	0.173680	0.023018	0.068412	0.408509	0.011428	0.001743	0.087746
43350	-4932.343580	-4804.848454	-136.358781	0.219659	0.226432	0.380230	0.173680	0.023018	0.097278	0.408509	0.011428	0.001812	0.087746
43360	-4928.072560	-4800.706551	-136.229664	0.217686	0.247099	0.358962	0.176254	0.023018	0.097278	0.408509	0.011428	0.001812	0.087746
43370	-4926.912918	-4799.546909	-136.229664	0.233050	0.234124	0.360455	0.172372	0.023018	0.097278	0.408509	0.011428	0.001812	0.087746
43380	-4930.501939	-4803.427335	-135.930723	0.239239	0.237152	0.336988	0.186621	0.023018	0.097278	0.408509	0.011428	0.002932	0.088133
43390	-4925.272323	-4799.896518	-134.171930	0.239239	0.237152	0.336988	0.186621	0.023018	0.110947	0.408509	0.011428	0.001262	0.088133
43400	-4925.351991	-4799.970761	-134.171930	0.231194	0.223850	0.366716	0.178240	0.023018	0.110947	0.408509	0.011428	0.002347	0.088133
43410	-4924.691404	-4799.309251	-134.172853	0.225526	0.233065	0.352509	0.188900	0.023018	0.110947	0.408509	0.011428	0.002347	0.088133
43420	-4925.701916	-4800.415351	-134.172853	0.206318	0.239935	0.361614	0.192133	0.023018	0.112297	0.408509	0.007369	0.002325	0.071748
43430	-4924.525899	-4801.409542	-132.107966	0.213734	0.265700	0.328134	0.192432	0.020300	0.112297	0.402140	0.007369	0.002325	0.059769
43440	-4930.088654	-4805.664244	-133.416019	0.213734	0.265700	0.328134	0.192432	0.020300	0.112297	0.402140	0.007369	0.002325	0.059769
43450	-4931.800928	-4807.389264	-133.416019	0.196614	0.227031	0.383428	0.192927	0.020300	0.112297	0.400297	0.007369	0.001685	0.059704
43460	-4933.247465	-4807.076478	-135.178280	0.191656	0.250829	0.395585	0.161930	0.020300	0.112297	0.400297	0.010749	0.001685	0.055735
43470	-4931.329222	-4805.053604	-135.390802	0.191656	0.250829	0.395585	0.161930	0.020300	0.091141	0.400297	0.010749	0.001262	0.055735
43480	-4932.949709	-4803.900967	-138.163926	0.191656	0.250829	0.395585	0.161930	0.020300	0.091141	0.400297	0.010749	0.001262	0.055735
43490	-4936.857418	-4803.746415	-142.226188	0.199618	0.239386	0.398866	0.162130	0.020300	0.091141	0.400297	0.010749	0.001262	0.055735
43500	-4934.560089	-4802.222564	-141.545099	0.214392	0.268866	0.349104	0.167639	0.020300	0.078259	0.400297	0.010749	0.001262	0.050139
43510	-4926.829544	-4796.404865	-139.632268	0.214392	0.268866	0.349104	0.167639	0.020292	0.078259	0.400297	0.010749	0.001267	0.050139
43520	-4926.809805	-4795.641951	-140.375443	0.207495	0.250243	0.384586	0.157676	0.020292	0.078259	0.400297	0.010749	0.001267	0.050139
43530	-4927.649938	-4796.651592	-140.208452	0.206611	0.280457	0.346424	0.166507	0.020292	0.078259	0.400297	0.010526	0.000988	0.050139
43540	-4931.622397	-4797.573060	-143.284678	0.206611	0.280457	0.346424	0.166507	0.020292	0.078259	0.400297	0.010526	0.001913	0.044166
43550	-4926.327519	-4794.351319	-141.569273	0.216678	0.255665	0.345314	0.182343	0.020292	0.078259	0.328750	0.010526	0.001913	0.044166
